-0.2390,-0.1018,-3.0931,0.9530
-0.2563,-0.1084,-3.0653,1.0856
-0.2507,-0.1136,-3.0329,1.0787
-0.2599,-0.1316,-3.0333,0.7714
-0.2664,-0.1455,-3.0096,1.1496
-0.2076,-0.2019,-3.0017,0.8614
-0.2556,-0.0468,-3.0091,1.0771
-0.2539,-0.1107,-2.9960,1.1040
-0.2879,-0.1164,-3.0055,0.8204
-0.2557,-0.1432,-2.9819,1.1308
-0.2525,-0.1304,-3.0004,0.7715
-0.2200,-0.1254,-2.9940,0.9438
-0.2807,-0.0824,-3.0088,0.7916
-0.1820,-0.2061,-3.0051,0.6711
-0.2571,-0.0943,-3.0024,0.7516
-0.2650,0.0446,2.7567,0.7598
-0.2773,0.0855,2.6017,1.0950
-0.2234,0.1546,2.3994,1.1193
-0.1913,0.2055,2.1021,1.1436
-0.1569,0.2389,1.8800,1.1504
-0.0961,0.2673,1.7367,1.1418
-0.1124,0.2420,1.7245,1.0418
-0.1566,0.2293,1.7403,1.0074
-0.1449,0.2359,1.7351,1.0357
-0.1355,0.1875,1.7147,0.8699
-0.0886,-0.2205,-2.4712,0.8899
-0.1069,-0.2364,-2.7846,0.5732
-0.2506,-0.1304,-2.9474,1.1192
-0.2444,-0.1070,-2.9803,1.0625
-0.2261,-0.1420,-2.9729,0.9829
-0.0082,-0.2997,1.9459,1.1466
-0.0388,-0.2572,2.0895,0.9576
-0.1139,-0.2569,2.2743,1.1155
-0.1364,-0.2163,2.4828,0.9405
-0.1614,-0.1737,2.7108,0.7389
-0.2239,-0.1333,2.9091,1.0107
-0.2175,-0.1208,2.9780,0.9439
-0.1977,-0.1107,-2.9965,0.7268
-0.2502,-0.1329,-2.9786,1.1182
-0.2541,-0.1552,-2.9709,1.1298
0.1390,-0.2348,1.4030,1.0285
0.1147,-0.2684,1.4232,1.1128
0.0960,-0.2622,1.4259,0.7653
0.1189,-0.2544,1.4150,1.1190
0.0954,-0.2606,1.4256,1.1221
0.1394,-0.2658,1.4201,1.1353
0.1478,-0.2441,1.4004,0.2858
-0.2109,-0.1641,-2.7272,1.0761
-0.1785,-0.2241,-2.9543,0.7414
-0.2673,-0.1248,-2.9684,1.1685
-0.2511,-0.1933,-2.9755,1.1031
-0.2407,-0.0848,-2.9921,1.0103
-0.1973,-0.1961,-2.9916,0.7912
-0.2187,-0.1285,-2.9948,0.9349
-0.0829,-0.2604,-2.2114,1.0624
-0.1446,-0.2165,-2.4146,1.0194
-0.1828,-0.1605,-2.6384,0.8288
-0.3114,-0.1020,-3.0934,0.1395
-0.1662,-0.2367,-2.5421,1.1278
-0.2457,-0.1588,-2.9135,0.7744
-0.2577,-0.1427,-2.9634,1.1544
-0.2727,-0.1394,-2.9958,0.8030
-0.2526,-0.1135,-3.0002,0.7674
-0.1984,-0.1304,-2.9999,0.7406
-0.2586,-0.1517,-2.9714,1.1581
-0.2582,-0.1455,-2.9726,1.1438
-0.0033,-0.2927,1.9794,0.7719
-0.0998,-0.2673,2.1426,0.7815
-0.1294,-0.2609,2.4197,0.7713
-0.1357,-0.1393,2.8082,0.8316
-0.2257,-0.1515,2.9624,0.9813
-0.1787,-0.2538,-2.5848,1.1766
-0.2089,-0.1825,-2.8048,1.0425
-0.2510,-0.1502,-2.9532,0.7490
-0.2349,-0.1284,-3.0024,1.0020
-0.1469,-0.2204,-2.4518,0.3686
0.1502,-0.2102,-1.1800,0.4060
0.2323,0.0885,-0.1095,0.1677
0.1466,0.2397,-0.6142,0.1282
0.0339,0.2494,-1.2768,0.5107
-0.2498,0.0115,-3.0748,1.0162
-0.2441,-0.1144,-3.0451,1.0278
-0.1435,0.2256,1.9320,1.0850
-0.1313,0.2512,1.7549,1.1148
-0.1223,0.2499,1.7310,1.1117
-0.1138,0.2694,1.7140,1.1032
-0.0636,0.2560,1.7054,0.7324
0.1145,0.2456,0.6802,0.9027
0.1822,0.2325,0.4902,1.1057
0.2474,0.1412,0.2235,0.7707
0.2664,0.1288,0.1689,1.1672
0.2302,0.1098,0.1567,0.9883
0.2591,0.1503,0.1443,0.7854
0.2719,0.1377,0.1440,0.8055
0.2664,0.1160,0.1436,1.1292
0.2463,0.1407,0.1438,0.7518
0.2448,0.1117,0.1453,1.0540
0.2458,0.1225,0.1511,1.0792
0.2376,0.1298,0.1567,1.0292
0.2245,0.0956,0.1419,0.9154
0.2375,0.1247,0.1493,1.0170
0.2788,0.0400,0.1313,0.7726
0.0865,-0.2670,1.6416,1.0544
0.1009,-0.2675,1.5700,1.0961
0.0860,-0.2748,1.5472,0.7816
0.1198,-0.2752,1.4976,1.1729
0.1146,-0.2698,1.4740,1.1616
0.1125,-0.2477,1.4494,1.0689
0.1344,-0.2673,1.4304,1.1771
0.1225,-0.2456,1.4269,1.0660
0.0907,-0.2526,1.4398,1.1001
0.1242,-0.2413,1.4241,1.0404
0.1262,-0.2679,1.4226,1.1818
-0.1615,-0.2438,-2.4611,1.1677
-0.2183,-0.2139,-2.8173,1.1086
-0.2273,-0.1309,-2.9504,0.9870
-0.2488,-0.1063,-2.9888,1.0898
-0.2389,-0.0887,-2.9949,1.0061
-0.2828,-0.1041,-2.9984,0.8046
-0.2178,-0.2150,-2.9889,0.9530
-0.2558,-0.1298,-2.9816,1.1538
-0.2446,-0.1131,-2.9885,1.0695
-0.1008,-0.1783,-2.6292,1.2792
-0.2009,-0.1612,-2.8431,0.9354
-0.2446,-0.1398,-2.9546,1.0973
-0.2010,-0.1387,-2.9861,0.7484
-0.2535,-0.1450,-2.9915,0.7698
-0.2234,-0.1163,-2.9951,0.9153
-0.2261,-0.1318,-2.9933,0.9434
-0.2326,-0.1371,-2.9809,1.0042
-0.2238,-0.1124,-2.9941,0.9145
-0.2583,-0.1173,-3.0727,1.0872
-0.2719,-0.1293,-3.0407,1.1614
-0.2668,-0.0811,-3.0371,1.1386
-0.2352,-0.0920,-3.0252,0.9794
-0.2613,-0.1144,-3.0009,1.1443
-0.2490,-0.0796,-3.0032,1.0599
-0.2523,-0.0479,3.0251,0.9746
-0.2567,-0.0689,3.0997,1.0221
-0.2387,-0.0867,-3.1308,0.9282
-0.2351,-0.0756,-3.1007,0.9390
-0.2638,-0.0161,2.9435,1.0544
-0.2539,-0.0431,2.9418,0.9293
-0.2715,-0.0375,2.9423,1.0527
-0.2641,-0.0307,2.9365,1.0214
-0.2700,0.0471,2.6644,1.0812
-0.2462,0.0761,2.4778,0.9417
-0.2216,0.1291,2.2076,0.9573
-0.1461,0.2277,1.8380,1.0530
-0.1371,0.2340,1.7540,1.0313
-0.1325,0.2483,1.7404,1.1072
-0.1273,0.2467,1.7300,1.0908
-0.1319,0.2476,1.7086,0.7482
-0.2656,0.0274,2.7575,1.0453
-0.2543,0.0503,2.6072,0.9690
-0.2243,0.0800,2.4101,0.7486
-0.2122,0.1620,2.1969,1.0423
-0.1679,0.2039,1.9675,1.0241
-0.2755,0.0578,2.5812,1.0961
-0.2666,0.1119,2.4022,1.1379
-0.2316,0.1441,2.2029,1.0368
-0.1713,0.1938,1.9058,0.9432
-0.2590,-0.1761,-2.9315,0.8068
-0.2240,-0.2009,-3.0066,0.5352
-0.2695,-0.0591,-3.1205,1.1266
-0.2623,-0.1862,-2.7375,0.8232
-0.3156,-0.0446,-3.1070,0.8088
-0.2923,-0.1228,-3.0126,0.8264
-0.3103,-0.1213,-3.1054,0.8461
-0.2889,-0.0786,-3.1104,0.8089
-0.3019,-0.0539,-3.1002,0.8135
-0.2815,-0.0434,-3.0472,0.7806
-0.3170,-0.1312,2.9998,0.6769
-0.3058,-0.1043,-3.0512,0.8374
-0.1673,-0.1374,3.0805,0.2849
-0.3034,-0.0501,2.9699,0.8125
-0.2885,-0.0788,3.0287,0.5435
-0.2695,-0.0591,-3.1205,1.1266
-0.2695,-0.0591,-3.1205,1.1266
-0.3084,-0.0575,3.0679,0.8212
-0.2724,-0.0862,-3.1307,1.1329
-0.2925,-0.0483,-3.1386,0.5761
-0.2492,-0.1511,2.9944,0.7928
-0.2813,-0.0788,3.0563,0.7717
-0.2695,-0.0591,-3.1205,1.1266
-0.2636,-0.1877,-2.7361,0.8259
-0.3088,-0.0252,-3.1209,0.8068
-0.2715,-0.0718,2.9547,1.0148
-0.2324,-0.1809,-2.6904,0.7955
-0.2559,-0.1512,-3.1046,1.0414
-0.2959,-0.0996,3.0560,1.1392
-0.3455,-0.0022,2.7500,0.8227
-0.2803,-0.0953,-3.1247,0.7895
-0.2503,-0.1992,-3.1086,0.4709
-0.2575,-0.1085,-2.9897,0.7602
-0.2693,-0.1451,-3.0087,0.8129
-0.2872,-0.1419,-3.0270,0.8282
-0.2224,-0.2147,-2.8285,1.1335
-0.2787,-0.1389,-3.0826,0.7979
-0.2614,-0.1440,-2.9153,0.7963
-0.2836,-0.1421,-2.7588,0.8061
-0.2342,-0.1403,-2.7240,0.7547
-0.1673,-0.2750,-2.6727,0.6214
-0.2760,-0.1421,-2.7228,0.4794
-0.2081,-0.2324,-2.9580,0.9365
-0.2840,-0.1435,3.0417,1.0385
-0.2542,-0.0948,-3.1122,1.0395
-0.3044,-0.0952,-3.1075,0.8313
-0.3025,-0.1005,-3.1044,0.8285
-0.3073,-0.1086,-3.0998,0.8354
-0.1478,-0.2353,-2.4378,0.3730
-0.2039,-0.2197,-2.9675,0.4026
-0.2541,-0.2084,-2.9441,0.7337
-0.2239,-0.1859,-3.0586,0.4104
-0.2039,-0.2197,-2.9675,0.4026
-0.2541,-0.2084,-2.9441,0.7337
-0.2239,-0.1859,-3.0586,0.4104
-0.3004,-0.1600,-2.9679,0.8343
-0.2302,-0.2113,-2.8660,0.7470
-0.2580,-0.1741,3.0590,0.9030
-0.2668,-0.0611,-3.1198,1.1108
-0.2891,-0.0550,-3.1064,0.7939
-0.3107,-0.0697,-3.0917,0.8110
-0.2211,-0.1581,-2.8876,1.0180
-0.2440,-0.1434,-2.9542,0.5226
-0.2552,-0.1834,-3.1195,0.5501
-0.2500,0.0013,2.9738,0.4787
-0.2440,-0.1434,-2.9542,0.5226
-0.2840,-0.1120,-3.1238,1.1855
-0.2680,-0.0477,-3.1142,1.1148
-0.2756,-0.1008,3.0605,1.0793
-0.2501,-0.1865,-2.9290,1.0727
-0.2295,-0.1815,-2.9173,0.7620
-0.2295,-0.1815,-2.9173,0.7620
-0.2671,-0.1825,-3.1024,0.6134
-0.2296,0.0171,-3.1246,0.5186
-0.2296,0.0171,-3.1246,0.5186
-0.2668,-0.0611,-3.1198,1.1108
-0.2891,-0.0550,-3.1064,0.7939
-0.3107,-0.0697,-3.0917,0.8110
-0.2059,-0.1588,-2.8790,0.9459
-0.2157,-0.2088,-2.8783,1.0537
-0.2854,-0.1124,-3.0757,0.8091
-0.2703,-0.0505,3.0447,1.0925
-0.3202,-0.0594,3.1098,0.8250
-0.2824,-0.0895,-2.9919,0.7988
-0.2234,-0.1499,-2.8710,1.0371
-0.2737,-0.0424,3.0416,0.7530
-0.2575,-0.0664,3.0880,1.0220
-0.2440,-0.1434,-2.9542,0.5226
-0.2440,-0.1434,-2.9542,0.5226
-0.2625,-0.1619,-3.0000,1.1636
-0.2913,-0.1217,3.0732,1.1176
-0.3356,0.0087,2.6124,0.7214
-0.1565,0.0663,2.3792,0.2793
-0.2440,-0.1434,-2.9542,0.5226
-0.2625,-0.1619,-3.0000,1.1636
-0.2867,-0.1248,3.0875,1.1362
-0.2440,-0.1434,-2.9542,0.5226
-0.2093,-0.2115,-2.7969,1.0936
-0.2153,-0.1441,-2.9424,0.9415
-0.3118,0.0040,2.5428,0.5644
-0.7776,0.0007,-3.1054,0.5493
-0.2440,-0.1434,-2.9542,0.5226
-0.2093,-0.2115,-2.7969,1.0936
-0.2440,-0.1434,-2.9542,0.5226
-0.2093,-0.2115,-2.7969,1.0936
-0.2274,-0.1453,-2.9641,1.0013
-0.3065,-0.0077,2.5438,0.9567
-0.2653,0.1384,2.3625,0.7955
